state_abbr,data_year,population,male_officer_ct,male_civilian_ct,male_total_ct,female_officer_ct,female_civilian_ct,female_total_ct,officer_ct,civilian_ct,total_pe_ct,pe_ct_per_1000
AS,1999,0,,,,,,,,,,
AZ,1999,4944440,9523,3463,12986,1108,4198,5306,10631,7661,18292,3.7
CA,1999,33244695,65389,12781,78170,8853,23968,32821,74242,36749,110991,3.34
CO,1999,4466495,9912,1772,11684,1344,3493,4837,11256,5265,16521,3.7
CT,1999,3763339,8145,707,8852,728,1398,2126,8873,2105,10978,2.92
CZ,1999,0,,,,,,,,,,
DC,1999,519000,3186,289,3475,918,506,1424,4104,795,4899,9.44
DE,1999,775132,2161,354,2515,268,588,856,2429,942,3371,4.35
FL,1999,15178289,34680,10513,45193,4772,15933,20705,39452,26446,65898,4.34
FS,1999,0,,,,,,,,,,
GA,1999,8932100,25967,4574,30541,3872,7864,11736,29839,12438,42277,4.73
GM,1999,0,0,0,,,,,,,,
HI,1999,1281793,2897,234,2843,251,592,843,3148,826,3686,2.88
IA,1999,3320138,5204,803,6007,348,1651,1999,5552,2454,8006,2.41
ID,1999,1335606,2517,164,2681,184,837,1021,2701,1001,3702,2.77
IL,1999,12390865,30075,3254,33329,4347,6306,10653,34422,9560,43982,3.55
IN,1999,6227070,10352,2532,12884,818,3641,4459,11170,6173,17343,2.79
KS,1999,2654899,6245,1091,7336,524,1834,2358,6769,2925,9694,3.65
KY,1999,4019358,7274,834,8108,688,1450,2138,7962,2284,10246,2.55
LA,1999,4572001,14494,1171,15665,3064,2723,5787,17558,3894,21452,4.69
MA,1999,6918941,17008,1444,18452,1417,1949,3366,18425,3393,21818,3.15
MD,1999,5329480,12733,1654,14387,1901,2718,4619,14634,4372,19006,3.57
ME,1999,1365925,2172,318,2490,133,392,525,2305,710,3015,2.21
MI,1999,11257757,20421,3162,23583,2742,4658,7400,23163,7820,30983,2.75
MN,1999,5008587,7769,1680,9449,830,2361,3191,8599,4041,12640,2.52
MO,1999,5877861,11567,2027,13594,1206,3255,4461,12773,5282,18055,3.07
MP,1999,0,,,,,,,,,,
MS,1999,3019138,5997,1380,7377,572,2195,2767,6569,3575,10144,3.36
MT,1999,1028395,1638,428,2066,96,637,733,1734,1065,2799,2.72
NB,1999,1876164,3083,310,3393,326,932,1258,3409,1242,4651,2.48
NC,1999,8275232,19698,4089,23787,2238,5237,7475,21936,9326,31262,3.78
ND,1999,737402,1159,148,1307,85,262,347,1244,410,1654,2.24
NH,1999,1458940,2502,250,2752,162,603,765,2664,853,3517,2.41
NJ,1999,8188146,28459,2839,31298,1920,5193,7113,30379,8032,38411,4.69
NM,1999,2060591,4326,671,4997,369,1395,1764,4695,2066,6761,3.28
NV,1999,1814905,4043,579,4622,482,1687,2169,4525,2266,6791,3.74
NY,1999,21911529,61695,7460,69154,8222,20064,28286,69917,27524,97440,4.45
OH,1999,13250329,22832,4902,27732,2547,6538,9085,25379,11440,36817,2.78
OK,1999,3405170,6413,1358,7771,522,1992,2514,6935,3350,10285,3.02
OR,1999,3434304,5231,473,5704,535,1626,2161,5766,2099,7865,2.29
OT,1999,0,,,,,,,,,,
PA,1999,13623534,25164,1786,26950,2848,3160,6008,28012,4946,32958,2.42
PR,1999,0,0,0,,,,,,,,
RI,1999,997138,2259,286,2545,141,362,503,2400,648,3048,3.06
SC,1999,4018050,9481,1963,11444,1096,2853,3949,10577,4816,15393,3.83
SD,1999,756902,1180,303,1483,58,333,391,1238,636,1874,2.48
TN,1999,8287879,18562,5506,24068,1922,6239,8161,20484,11745,32229,3.89
TX,1999,21073410,42943,12137,55078,4713,16054,20767,47656,28191,75845,3.6
UT,1999,2863379,5871,425,6296,672,1394,2066,6543,1819,8362,2.92
VA,1999,11342561,22401,1935,24336,2555,4480,7035,24956,6415,31371,2.77
VI,1999,0,,,,,,,,,,
VT,1999,652072,961,107,1068,78,214,292,1039,321,1360,2.09
WA,1999,6399333,9248,1494,10742,989,2689,3678,10237,4183,14420,2.25
WI,1999,6182119,13433,1677,15104,1979,3454,5433,15412,5131,20537,3.32
WV,1999,2881799,4251,493,4744,157,686,843,4408,1179,5587,1.94
WY,1999,485309,1152,159,1311,84,467,551,1236,626,1862,3.84
AK,2000,631027,1066,208,1274,103,481,584,1169,689,1858,2.94
AL,2000,4488050,9529,1847,11376,769,3176,3945,10298,5023,15321,3.41
AR,2000,2934348,5315,1130,6445,541,1814,2355,5856,2944,8800,3
AS,2000,0,,,,,,,,,,
AZ,2000,5248863,9461,3364,12825,1117,4319,5436,10578,7683,18261,3.48
CA,2000,34063830,64639,12616,77255,8764,23643,32407,73403,36259,109662,3.22
CO,2000,5445709,11073,1817,12890,1552,3880,5432,12625,5697,18322,3.36
CT,2000,4283356,8707,1074,9781,729,1644,2373,9436,2718,12154,2.84
CZ,2000,0,,,,,,,,,,
DC,2000,572059,3332,329,3661,934,717,1651,4266,1046,5312,9.29
DE,2000,806621,2371,382,2753,278,631,909,2649,1013,3662,4.54
FL,2000,16049613,36004,10016,46020,5279,16340,21619,41283,26356,67639,4.21
FS,2000,0,,,,,,,,,,
GA,2000,9339048,24666,4579,29245,3449,7786,11235,28115,12365,40480,4.33
GM,2000,0,253,23,276,13,42,55,266,65,331,
HI,2000,1314665,3031,246,2989,254,612,866,3285,858,3855,2.93
IA,2000,3565389,5335,966,6301,358,1874,2232,5693,2840,8533,2.39
ID,2000,1345069,2450,195,2645,151,850,1001,2601,1045,3646,2.71
IL,2000,12649892,31965,5742,37707,5136,7661,12797,37101,13403,50504,3.99
IN,2000,6316200,10608,2765,13373,924,3684,4608,11532,6449,17981,2.85
KS,2000,4149346,9457,1695,11152,765,2715,3480,10222,4410,14632,3.53
KY,2000,4524298,7897,958,8855,739,1649,2388,8636,2607,11243,2.49
LA,2000,4672187,14502,1224,15726,3309,2778,6087,17811,4002,21813,4.67
MA,2000,7207900,17145,1508,18653,1410,1982,3392,18555,3490,22045,3.06
MD,2000,5449611,12915,1767,14682,1991,2785,4776,14906,4552,19458,3.57
ME,2000,1314095,2094,322,2416,127,398,525,2221,720,2941,2.24
MI,2000,11021292,20362,3290,23652,3044,5097,8141,23406,8387,31793,2.88
MN,2000,5326315,7997,1747,9744,883,2617,3500,8880,4364,13244,2.49
MO,2000,6013481,11578,2093,13671,1192,3309,4501,12770,5402,18172,3.02
MP,2000,0,,,,,,,,,,
MS,2000,3079190,5755,1160,6915,507,1891,2398,6262,3051,9313,3.02
MT,2000,1006390,1513,485,1998,81,642,723,1594,1127,2721,2.7
NB,2000,1971994,3275,361,3636,343,1060,1403,3618,1421,5039,2.56
NC,2000,8921838,20303,3520,23823,2253,4930,7183,22556,8450,31006,3.48
ND,2000,738772,1158,154,1312,89,269,358,1247,423,1670,2.26
NH,2000,1441689,2488,260,2748,146,615,761,2634,875,3509,2.43
NJ,2000,8461319,28639,2877,31516,2079,5274,7353,30718,8151,38869,4.59
NM,2000,2025648,4189,472,4661,344,1334,1678,4533,1806,6339,3.13
NV,2000,2003421,4316,591,4907,512,1734,2246,4828,2325,7153,3.57
NY,2000,21951890,61415,7407,68821,8501,14372,22873,69916,21779,91694,4.18
OH,2000,13316301,23525,4672,28195,2677,6809,9486,26202,11481,37681,2.83
OK,2000,3498712,6539,1434,7973,530,1998,2528,7069,3432,10501,3
OR,2000,3707332,5465,519,5984,562,1721,2283,6027,2240,8267,2.23
OT,2000,0,,,,,,,,,,
PA,2000,14316569,25281,1785,27066,2939,3235,6174,28220,5020,33240,2.32
PR,2000,0,0,0,,,,,,,,
RI,2000,1054364,2311,309,2620,148,360,508,2459,669,3128,2.97
SC,2000,4157030,11058,1094,12152,1180,2411,3591,12238,3505,15743,3.79
SD,2000,903042,1340,297,1635,71,384,455,1411,681,2090,2.31
TN,2000,7116382,18280,5798,24078,1978,8140,10118,20258,13938,34196,4.81
TX,2000,21539242,46196,13188,59382,4962,18969,23931,51158,32157,83313,3.87
UT,2000,3472908,5787,2443,8230,536,2423,2959,6323,4866,11189,3.22
VA,2000,8626134,17793,1338,19131,2136,3867,6003,19929,5205,25134,2.91
VI,2000,0,,,,,,,,,,
VT,2000,691342,1007,141,1148,82,278,360,1089,419,1508,2.18
WA,2000,6964764,9748,1586,11334,1056,2815,3871,10804,4401,15205,2.18
WI,2000,6268836,13149,1895,15038,2058,3894,5952,15207,5789,20990,3.35
WV,2000,2610193,4003,474,4477,121,606,727,4124,1080,5204,1.99
WY,2000,499238,1138,164,1302,81,461,542,1219,625,1844,3.69
AK,2001,646743,1124,213,1337,110,471,581,1234,684,1918,2.97
AL,2001,4508647,9504,1872,11376,755,3340,4095,10259,5212,15471,3.43
AR,2001,3387417,6132,1303,7435,630,2128,2758,6762,3431,10193,3.01
AS,2001,0,,,,,,,,,,
AZ,2001,5451960,9884,3366,13250,1159,4483,5642,11043,7849,18892,3.47
CA,2001,34608381,70902,14184,85086,9490,25234,34724,80392,39418,119810,3.46
CO,2001,5412707,11265,1971,13236,1635,4075,5710,12900,6046,18946,3.5
CT,2001,4178846,8777,924,9701,769,1544,2313,9546,2468,12014,2.87
CZ,2001,0,,,,,,,,,,
DC,2001,571822,3598,345,3943,971,542,1513,4569,887,5456,9.54
DE,2001,825603,2574,426,3000,361,794,1155,2935,1220,4155,5.03
FL,2001,16465493,36563,8705,45268,5358,16240,21598,41921,24945,66866,4.06
FS,2001,0,,,,,,,,,,
GA,2001,9426907,32426,6249,38675,5754,10461,16215,38180,16710,54890,5.82
GM,2001,0,0,0,,,,,,,,
HI,2001,1328623,2911,244,2867,268,632,900,3179,876,3767,2.84
IA,2001,3652073,5588,931,6519,365,1854,2219,5953,2785,8738,2.39
ID,2001,1364496,2495,196,2691,153,969,1122,2648,1165,3813,2.79
IL,2001,12709255,31822,6560,38382,5249,7443,12692,37071,14003,51074,4.02
IN,2001,6381228,10646,3232,13878,843,3980,4823,11489,7212,18701,2.93
KS,2001,3742569,9273,2294,11567,764,2940,3704,10037,5234,15271,4.08
KY,2001,4421128,7968,928,8896,712,1623,2335,8680,2551,11231,2.54
LA,2001,4969291,14824,1507,16331,3461,3315,6776,18285,4822,23107,4.65
MA,2001,6988891,16679,1560,18239,1411,2012,3423,18090,3572,21662,3.1
MD,2001,5535507,13086,1863,14949,2073,2886,4959,15159,4749,19908,3.6
ME,2001,1326146,2120,290,2394,127,395,522,2247,685,2916,2.2
MI,2001,11249449,20549,2901,23450,3103,4634,7737,23652,7535,31187,2.77
MN,2001,5597362,8320,1878,10198,933,2825,3758,9253,4703,13956,2.49
MO,2001,6575592,12546,2199,14745,1282,3718,5000,13828,5917,19745,3
MP,2001,0,,,,,,,,,,
MS,2001,3074425,5650,1468,7118,462,2150,2612,6112,3618,9730,3.16
MT,2001,986175,1586,502,2088,92,665,757,1678,1167,2845,2.88
NB,2001,2061927,3470,334,3804,358,1086,1444,3828,1420,5248,2.55
NC,2001,8688749,19711,3916,23627,2321,5291,7612,22032,9207,31239,3.6
ND,2001,693356,1117,143,1260,80,268,348,1197,411,1608,2.32
NH,2001,1510606,2635,282,2917,170,649,819,2805,931,3736,2.47
NJ,2001,8570729,30217,3355,33572,2343,5740,8083,32560,9095,41655,4.86
NM,2001,2044586,4037,498,4535,363,1224,1587,4400,1722,6122,2.99
NV,2001,2112936,4100,1048,5148,418,1967,2385,4518,3015,7533,3.57
NY,2001,22308128,61663,8002,69663,8647,16217,24864,70310,24219,94527,4.24
OH,2001,13978771,24402,4829,29229,2825,7073,9898,27227,11902,39127,2.8
OK,2001,3521241,6694,1489,8183,535,2019,2554,7229,3508,10737,3.05
OR,2001,3915270,5642,519,6161,580,1924,2504,6222,2443,8665,2.21
OT,2001,0,,,,,,,,,,
PA,2001,13710584,24555,1753,26308,2864,3148,6012,27419,4901,32320,2.36
PR,2001,0,0,0,,,,,,,,
RI,2001,1065026,2293,289,2582,155,346,501,2448,635,3083,2.89
SC,2001,4356270,11287,1403,12690,1273,2626,3899,12560,4029,16589,3.81
SD,2001,1103452,1604,343,1947,92,545,637,1696,888,2584,2.34
TN,2001,5829420,14703,3621,18324,1571,5836,7407,16274,9457,25731,4.41
TX,2001,22173878,44040,12487,56525,4939,16780,21719,48979,29267,78244,3.53
UT,2001,2862613,4914,1475,6389,453,1692,2145,5367,3167,8534,2.98
VA,2001,8070674,17622,1597,19219,2126,4004,6130,19748,5601,25349,3.14
VI,2001,0,,,,,,,,,,
VT,2001,637118,967,120,1087,73,244,317,1040,364,1404,2.2
WA,2001,6600501,9641,1453,11094,1025,2890,3915,10666,4343,15009,2.27
WI,2001,5629110,11718,1716,13428,1817,3303,5120,13535,5019,18548,3.3
WV,2001,2364529,4226,463,4689,140,635,775,4366,1098,5464,2.31
WY,2001,506021,1195,235,1430,83,547,630,1278,782,2060,4.07
AK,2002,678595,1140,242,1382,116,509,625,1256,751,2007,2.96
AL,2002,4516995,9523,1909,11432,769,3218,3987,10292,5127,15419,3.41
AR,2002,4150375,7234,1648,8882,780,2536,3316,8014,4184,12198,2.94
AS,2002,0,,,,,,,,,,
AZ,2002,5599140,10039,3256,13295,1202,4636,5838,11241,7892,19133,3.42
CA,2002,35469498,67424,14927,82351,9425,25810,35235,76849,40737,117586,3.32
CO,2002,4926932,10727,1658,12385,1559,3777,5336,12286,5435,17721,3.6
CT,2002,5233694,11079,1454,12533,965,2262,3227,12044,3716,15760,3.01
CZ,2002,0,,,,,,,,,,
DC,2002,570898,3633,348,3981,990,665,1655,4623,1013,5636,9.87
DE,2002,849575,3247,438,3685,392,806,1198,3639,1244,4883,5.75
FL,2002,16792071,37278,11099,48377,5518,17674,23192,42796,28773,71569,4.26
FS,2002,0,,,,,,,,,,
GA,2002,9138797,23089,3823,26912,3474,6742,10216,26563,10565,37128,4.06
GM,2002,0,0,0,,,,,,,,
HI,2002,1350867,2946,247,2905,274,611,885,3220,858,3790,2.81
IA,2002,3511372,5384,1000,6384,373,1888,2261,5757,2888,8645,2.46
ID,2002,1397903,2513,240,2753,159,983,1142,2672,1223,3895,2.79
IL,2002,12823437,31601,6191,37792,5333,7924,13257,36934,14115,51049,3.98
IN,2002,6403590,10676,3361,14037,872,4098,4970,11548,7459,19007,2.97
KS,2002,3440432,8845,2344,11189,725,2621,3346,9570,4965,14535,4.22
KY,2002,4496702,8216,901,9117,706,1676,2382,8922,2577,11499,2.56
LA,2002,4794653,14809,1990,16799,3782,3778,7560,18591,5768,24359,5.08
MA,2002,7663498,17714,1637,19351,1551,2244,3795,19265,3881,23146,3.02
MD,2002,5620542,13212,1986,15198,2125,2960,5085,15337,4946,20283,3.61
ME,2002,1329171,2114,338,2452,134,410,544,2248,748,2996,2.25
MI,2002,11730260,22231,3697,25928,3346,5180,8526,25577,8877,34454,2.94
MN,2002,5174360,7912,1926,9838,926,2791,3717,8838,4717,13555,2.62
MO,2002,5793460,12305,2202,14507,1260,3585,4845,13565,5787,19352,3.34
MP,2002,0,,,,,,,,,,
MS,2002,3125516,5820,1417,7237,506,2220,2726,6326,3637,9963,3.19
MT,2002,1000135,1642,505,2147,96,700,796,1738,1205,2943,2.94
NB,2002,1926750,3334,294,3628,361,1113,1474,3695,1407,5102,2.65
NC,2002,9373602,21129,4162,25291,2454,5574,8028,23583,9736,33319,3.55
ND,2002,683229,1115,172,1287,88,274,362,1203,446,1649,2.41
NH,2002,1671804,2889,305,3194,192,700,892,3081,1005,4086,2.44
NJ,2002,8639825,28997,3149,32146,2188,5503,7691,31185,8652,39837,4.61
NM,2002,1998748,3974,458,4432,376,1152,1528,4350,1610,5960,2.98
NV,2002,2180572,4415,1157,5572,511,2249,2760,4926,3406,8332,3.82
NY,2002,21365121,57774,7408,65181,8361,15262,23623,66135,22670,88804,4.16
OH,2002,13436919,24462,4829,29289,2807,6952,9759,27269,11781,39048,2.91
OK,2002,3544795,6705,1447,8152,526,2052,2578,7231,3499,10730,3.03
OR,2002,4035837,5804,489,6293,615,1831,2446,6419,2320,8739,2.17
OT,2002,0,,,,,,,,,,
PA,2002,13315544,24336,1879,26215,2850,3138,5988,27186,5017,32203,2.42
PR,2002,0,0,0,,,,,,,,
RI,2002,1075893,2331,286,2617,163,355,518,2494,641,3135,2.91
SC,2002,4206042,10693,1565,12258,1234,2596,3830,11927,4161,16088,3.82
SD,2002,981716,1425,390,1815,74,482,556,1499,872,2371,2.42
TN,2002,5908860,15321,3704,19025,1672,6533,8205,16993,10237,27230,4.61
TX,2002,22339066,43876,13170,57044,4990,17117,22107,48866,30287,79151,3.54
UT,2002,2564124,4445,971,5416,379,1294,1673,4824,2265,7089,2.76
VA,2002,7659643,16557,1580,18137,1916,3789,5705,18473,5369,23842,3.11
VI,2002,0,,,,,,,,,,
VT,2002,679735,993,153,1146,74,275,349,1067,428,1495,2.2
WA,2002,6804281,9752,1273,11025,1040,2777,3817,10792,4050,14842,2.18
WI,2002,5899168,12129,1745,13868,1924,3500,5424,14053,5245,19292,3.27
WV,2002,2692077,4075,479,4554,130,722,852,4205,1201,5406,2.01
WY,2002,512358,1194,246,1440,89,522,611,1283,768,2051,4
AK,2003,656222,1079,223,1302,113,477,590,1192,700,1892,2.88
AL,2003,4531274,9725,1906,11631,752,3344,4096,10477,5250,15727,3.47
AR,2003,4420373,7965,1715,9680,853,2898,3751,8818,4613,13431,3.04
AS,2003,0,,,,,,,,,,
AZ,2003,5746332,10180,3361,13541,1209,4679,5888,11389,8040,19429,3.38
CA,2003,36032926,68433,14328,82761,9718,26530,36248,78151,40858,119009,3.3
CO,2003,5142626,10801,1699,12500,1654,3844,5498,12455,5543,17998,3.5
CT,2003,4202611,8690,807,9497,952,1345,2297,9642,2152,11794,2.81
CZ,2003,0,,,,,,,,,,
DC,2003,563384,3544,346,3890,965,561,1526,4509,907,5416,9.61
DE,2003,845023,2867,482,3349,545,1133,1678,3412,1615,5027,5.95
FL,2003,17102484,37391,10233,47624,5993,16686,22679,43384,26919,70303,4.11
FS,2003,0,,,,,,,,,,
GA,2003,9839287,33189,6325,39514,5949,10258,16207,39138,16583,55721,5.66
GM,2003,0,0,0,,,,,,,,
HI,2003,1364659,2969,246,2927,268,615,883,3237,861,3810,2.79
IA,2003,3633788,5525,1011,6536,376,1886,2262,5901,2897,8798,2.42
ID,2003,1423233,2562,233,2795,161,952,1113,2723,1185,3908,2.75
IL,2003,12871302,31563,6064,37627,5444,7720,13164,37007,13784,50791,3.95
IN,2003,6343592,10701,3304,14005,865,3911,4776,11566,7215,18781,2.96
KS,2003,4157807,9664,1640,11304,957,2672,3629,10621,4312,14933,3.59
KY,2003,6029437,12691,1513,14204,1509,2741,4250,14200,4254,18454,3.06
LA,2003,4769732,14712,1470,16182,3343,3770,7113,18055,5240,23295,4.88
MA,2003,7062748,16371,1393,17764,1428,1996,3424,17799,3389,21188,3
MD,2003,5672192,13179,1830,15009,2109,2924,5033,15288,4754,20042,3.53
ME,2003,1365362,2169,338,2507,133,395,528,2302,733,3035,2.22
MI,2003,11207119,21507,3731,25238,3273,4993,8266,24780,8724,33504,2.99
MN,2003,5645982,8260,1932,10192,973,2902,3875,9233,4834,14067,2.49
MO,2003,5788691,12343,2182,14525,1264,3570,4834,13607,5752,19359,3.34
MP,2003,0,,,,,,,,,,
MS,2003,3171037,5913,1478,7391,516,2156,2672,6429,3634,10063,3.17
MT,2003,1135326,1770,628,2398,113,773,886,1883,1401,3284,2.89
NB,2003,1997230,3413,361,3774,375,1168,1543,3788,1529,5317,2.66
NC,2003,10034703,22193,4531,26724,2588,5817,8405,24781,10348,35129,3.5
ND,2003,739702,1183,145,1328,87,284,371,1270,429,1699,2.3
NH,2003,1578517,2624,253,2877,188,627,815,2812,880,3692,2.34
NJ,2003,8718667,30013,3210,33223,2501,5779,8280,32514,8989,41503,4.76
NM,2003,2080181,4129,491,4620,390,1172,1562,4519,1663,6182,2.97
NV,2003,2247570,4238,1099,5337,470,2069,2539,4708,3168,7876,3.5
NY,2003,22079734,52604,6441,59044,6722,13461,20183,59326,19902,79227,3.59
OH,2003,13810862,24540,4920,29458,2944,7129,10073,27484,12049,39531,2.86
OK,2003,3566501,6658,1414,8072,534,2042,2576,7192,3456,10648,2.99
OR,2003,4145309,5761,460,6221,579,1864,2443,6340,2324,8664,2.09
OT,2003,0,,,,,,,,,,
PA,2003,13597864,24681,1811,26491,2859,3192,6051,27540,5003,32542,2.39
PR,2003,0,0,0,,,,,,,,
RI,2003,1082476,2344,291,2635,171,347,518,2515,638,3153,2.91
SC,2003,4172489,10021,1487,11508,1179,2536,3715,11200,4023,15223,3.65
SD,2003,818874,1274,352,1626,80,404,484,1354,756,2110,2.58
TN,2003,5870029,14804,3536,18340,1622,5671,7293,16426,9207,25633,4.37
TX,2003,23383488,45940,13650,59588,5322,17380,22702,51262,31030,82290,3.52
UT,2003,2711596,4650,1095,5745,403,1512,1915,5053,2607,7660,2.82
VA,2003,7706304,16941,1660,18601,2068,4013,6081,19009,5673,24682,3.2
VI,2003,0,,,,,,,,,,
VT,2003,644922,988,126,1114,75,256,331,1063,382,1445,2.24
WA,2003,6927057,9953,1431,11384,1040,2915,3955,10993,4346,15339,2.21
WI,2003,6526235,14823,2062,16879,2601,4202,6803,17424,6264,23682,3.63
WV,2003,2803078,4556,443,4999,159,694,853,4715,1137,5852,2.09
WY,2003,509833,1255,260,1515,106,539,645,1361,799,2160,4.24
AK,2004,663616,1143,224,1367,127,477,604,1270,701,1971,2.97
AL,2004,4689646,10114,2026,12140,787,3472,4259,10901,5498,16399,3.5
AR,2004,3312968,6439,1317,7756,766,2149,2915,7205,3466,10671,3.22
AS,2004,0,,,,,,,,,,
AZ,2004,6044315,10576,3968,14544,1239,4988,6227,11815,8956,20771,3.44
CA,2004,36151800,67307,14028,81335,9662,25844,35506,76969,39872,116841,3.23
CO,2004,5057138,10594,1729,12323,1641,3820,5461,12235,5549,17784,3.52
CT,2004,4083112,8504,802,9306,951,1379,2330,9455,2181,11636,2.85
CZ,2004,0,,,,,,,,,,
DC,2004,553523,3767,316,4083,1021,510,1531,4788,826,5614,10.14
DE,2004,854779,2561,464,3025,348,697,1045,2909,1161,4070,4.76
FL,2004,17489500,38810,10590,49400,6320,17961,24281,45130,28551,73681,4.21
FS,2004,0,,,,,,,,,,
GA,2004,11101346,35168,6551,41719,6175,10652,16827,41343,17203,58546,5.27
GM,2004,0,0,0,,,,,,,,
HI,2004,1370337,2863,237,2812,270,582,852,3133,819,3664,2.67
IA,2004,3480184,5177,961,6138,380,1870,2250,5557,2831,8388,2.41
ID,2004,1443504,3063,286,3349,192,1140,1332,3255,1426,4681,3.24
IL,2004,12932050,31322,6240,37562,5595,7560,13155,36917,13800,50717,3.92
IN,2004,6472976,10881,3321,14202,895,3924,4819,11776,7245,19021,2.94
KS,2004,3283186,7962,1150,9112,707,2211,2918,8669,3361,12030,3.66
KY,2004,4988125,9252,1146,10398,854,2054,2908,10106,3200,13306,2.67
LA,2004,4871086,15009,1536,16545,3537,3842,7379,18546,5378,23924,4.91
MA,2004,7250474,16476,1583,18059,1434,2073,3507,17910,3656,21566,2.97
MD,2004,5729838,14626,2208,16834,2277,3318,5595,16903,5526,22429,3.91
ME,2004,1393265,2170,316,2486,140,423,563,2310,739,3049,2.19
MI,2004,11208772,20865,3843,24708,3213,4878,8091,24078,8721,32799,2.93
MN,2004,5307683,7875,1816,9691,938,2749,3687,8813,4565,13378,2.52
MO,2004,5968078,12839,2232,15071,1313,3565,4878,14152,5797,19949,3.34
MP,2004,0,,,,,,,,,,
MS,2004,3116379,5879,1656,7535,513,2373,2886,6392,4029,10421,3.34
MT,2004,1567999,2427,781,3208,159,1054,1213,2586,1835,4421,2.82
NB,2004,2005191,3473,441,3914,398,1148,1546,3871,1589,5460,2.72
NC,2004,9077089,21166,4711,25877,2546,5704,8250,23712,10415,34127,3.76
ND,2004,829822,1341,162,1503,99,349,448,1440,511,1951,2.35
NH,2004,1489259,2488,254,2742,192,615,807,2680,869,3549,2.38
NJ,2004,8751750,29470,3326,32796,2515,5740,8255,31985,9066,41051,4.69
NM,2004,1985191,3923,494,4417,400,1090,1490,4323,1584,5907,2.98
NV,2004,2341129,4310,1153,5463,467,2135,2602,4777,3288,8065,3.44
NY,2004,21401951,56685,7830,64514,8434,15932,24366,65119,23762,88880,4.15
OH,2004,14249695,24820,5159,29977,2918,7195,10113,27738,12354,40090,2.81
OK,2004,3607352,6623,1393,8016,531,2092,2623,7154,3485,10639,2.95
OR,2004,3862177,5313,555,5868,562,1771,2333,5875,2326,8201,2.12
OT,2004,0,,,,,,,,,,
PA,2004,13499967,24260,1852,26112,2843,3152,5995,27103,5004,32107,2.38
PR,2004,0,0,0,,,,,,,,
RI,2004,1730885,3458,443,3901,241,514,755,3699,957,4656,2.69
SC,2004,4222566,10659,1594,12253,1224,2798,4022,11883,4392,16275,3.85
SD,2004,1279886,1911,511,2422,132,604,736,2043,1115,3158,2.47
TN,2004,5965778,14956,3679,18635,1702,5865,7567,16658,9544,26202,4.39
TX,2004,23571069,48982,15067,64047,5509,20231,25740,54491,35298,89787,3.81
UT,2004,2622494,4534,1192,5726,348,1429,1777,4882,2621,7503,2.86
VA,2004,7758563,16625,1539,18164,2041,3915,5956,18666,5454,24120,3.11
VI,2004,0,,,,,,,,,,
VT,2004,632382,1007,114,1121,77,236,313,1084,350,1434,2.27
WA,2004,6879980,9637,1501,11138,1038,2821,3859,10675,4322,14997,2.18
WI,2004,6022713,12933,1972,14899,2282,3896,6178,15215,5868,21077,3.5
WV,2004,2173620,3730,400,4130,108,629,737,3838,1029,4867,2.24
WY,2004,520588,1221,204,1425,107,504,611,1328,708,2036,3.91
AK,2005,664150,1097,201,1298,119,468,587,1216,669,1885,2.84
